1      511 0 0 EPNM NOWE MIASTO
100   59.44   2   0 0.00 0 0 0 08   51.62494575  020.51897295   29.87    0.00 0  0 0 0 26   51.63017225  020.55236369   22.86    4.88 0  0 0 0
110   2 0.00   0.00 New Taxiway 9
111  51.62432972  020.54166195 
112  51.62425884  020.54173643  51.62422382  020.54174897 
111  51.62425884  020.54173643 
112  51.62425884  020.54173643  51.62412070  020.54180224 
111  51.62407984  020.54154840 
111  51.62402926  020.54155780 
112  51.62425884  020.54180537  51.62442811  020.54173956 
111  51.62425884  020.54180537 
112  51.62425884  020.54180537  51.62429775  020.54179597 
113  51.62434525  020.54182463 
110   2 0.00   0.00 New Taxiway 8
111  51.62426450  020.54122221 
111  51.62421215  020.54132276 
111  51.62393003  020.54142304 
111  51.62395922  020.54158600 
111  51.62402926  020.54155780 
111  51.62407984  020.54154840 
111  51.62424133  020.54147945 
113  51.62431418  020.54156184 
110   2 0.00   0.00 New Taxiway 7
111  51.62442294  020.54152013 
111  51.62447869  020.54139170 
111  51.62477442  020.54127575 
111  51.62475108  020.54112532 
111  51.62445729  020.54123501 
113  51.62437152  020.54116922 
110   2 0.00   0.00 New Taxiway 10
111  51.62371991  020.54010054 
111  51.62372855  020.54015622 
111  51.62374326  020.54025097 
111  51.62403998  020.54013262 
111  51.62411548  020.54020102 
111  51.62422315  020.54015677 
111  51.62426597  020.54004249 
111  51.62456041  020.53992505 
111  51.62453706  020.53978402 
111  51.62424804  020.53989597 
111  51.62417223  020.53980924 
111  51.62406423  020.53985298 
113  51.62401717  020.53998540 
110   2 0.00   0.00 New Taxiway 12
111  51.62413432  020.53712652 
111  51.62406428  020.53711712 
111  51.62384637  020.53718606 
111  51.62377391  020.53709112 
111  51.62382506  020.53744017 
111  51.62387167  020.53734589 
111  51.62408568  020.53726754 
113  51.62414600  020.53721113 
110   2 0.00   0.00 New Taxiway 11
111  51.62360317  020.53872478 
111  51.62353897  020.53879059 
111  51.62354675  020.53885327 
111  51.62362652  020.53886894 
111  51.62384698  020.53878593 
111  51.62391753  020.53884997 
111  51.62402533  020.53880684 
111  51.62408380  020.53869676 
111  51.62437558  020.53858689 
111  51.62435807  020.53844900 
111  51.62406281  020.53855686 
111  51.62397666  020.53847465 
111  51.62386943  020.53852112 
113  51.62381997  020.53864558 
110   2 0.00   0.00 New Taxiway 25
111  51.62373758  020.53903238 
111  51.62374928  020.53911479 
111  51.62425212  020.53892172 
113  51.62424189  020.53883931 
110   2 0.00   0.00 New Taxiway 33
111  51.62404359  020.54109328 
111  51.62405643  020.54117602 
111  51.62455081  020.54098986 
113  51.62453797  020.54090368 
110   2 0.00   0.00 New Taxiway 32
111  51.62401149  020.54084853 
111  51.62402861  020.54093815 
111  51.62451871  020.54074855 
113  51.62450801  020.54066927 
110   2 0.00   0.00 New Taxiway 31
111  51.62397511  020.54061066 
111  51.62398795  020.54069684 
111  51.62448447  020.54051069 
113  51.62447162  020.54042451 
110   2 0.00   0.00 New Taxiway 30
111  51.62393658  020.54037625 
111  51.62395156  020.54045898 
111  51.62444808  020.54025904 
113  51.62443524  020.54017286 
110   2 0.00   0.00 New Taxiway 29
111  51.62384670  020.53975574 
111  51.62385526  020.53983503 
111  51.62436033  020.53964198 
113  51.62434964  020.53956269 
110   2 0.00   0.00 New Taxiway 28
111  51.62381031  020.53951443 
111  51.62382530  020.53958682 
111  51.62432395  020.53940412 
113  51.62431325  020.53932828 
110   2 0.00   0.00 New Taxiway 27
111  51.62427697  020.53908418 
111  51.62377997  020.53927019 
111  51.62379167  020.53935024 
113  51.62429013  020.53916659 
110   5 0.00   0.00 New Taxiway 26
111  51.62362210  020.53895939 
111  51.62366596  020.53925842 
111  51.62373758  020.53922310 
113  51.62369227  020.53893349 
110   2 0.00   0.00 New Taxiway 24
111  51.62364988  020.53841314 
111  51.62366449  020.53849084 
111  51.62416295  020.53829777 
113  51.62415272  020.53821537 
110   2 0.00   0.00 New Taxiway 23
111  51.62411472  020.53797992 
111  51.62361480  020.53817298 
111  51.62362795  020.53825068 
113  51.62412641  020.53806232 
110   2 0.00   0.00 New Taxiway 22
111  51.62408110  020.53773740 
111  51.62387999  020.53781501 
111  51.62377169  020.53785291 
111  51.62357971  020.53793047 
111  51.62359287  020.53801288 
111  51.62378441  020.53793988 
111  51.62389175  020.53789527 
113  51.62409133  020.53782216 
110   2 0.00   0.00 New Taxiway 21
111  51.62353732  020.53768325 
111  51.62355194  020.53777272 
111  51.62374892  020.53769721 
111  51.62385724  020.53765973 
111  51.62405624  020.53758436 
111  51.62404601  020.53749959 
111  51.62384342  020.53756544 
113  51.62373617  020.53761004 
110   2 0.00   0.00 New Taxiway 6
111  51.62361854  020.53728692 
111  51.62334922  020.53739120 
111  51.62332447  020.53739867 
111  51.62334954  020.53754504 
111  51.62365974  020.53743905 
111  51.62371928  020.53749456 
111  51.62373617  020.53761004 
111  51.62374892  020.53769721 
111  51.62377169  020.53785291 
111  51.62378441  020.53793988 
111  51.62386943  020.53852112 
111  51.62391753  020.53884997 
111  51.62406423  020.53985298 
111  51.62411548  020.54020102 
111  51.62426450  020.54122221 
111  51.62431418  020.54156184 
111  51.62442294  020.54152013 
111  51.62437152  020.54116922 
111  51.62422315  020.54015677 
111  51.62417223  020.53980924 
111  51.62402533  020.53880684 
111  51.62397666  020.53847465 
111  51.62389175  020.53789527 
111  51.62387999  020.53781501 
111  51.62385724  020.53765973 
111  51.62384342  020.53756544 
111  51.62382506  020.53744017 
113  51.62377391  020.53709112 
110   2 0.00   0.00 New Taxiway 4
111  51.62377391  020.53709112 
111  51.62291417  020.53147263 
111  51.62285202  020.53116397 
111  51.62290381  020.53081777 
111  51.62308508  020.53065093 
111  51.62370140  020.53070098 
111  51.62370140  020.53054248 
111  51.62296078  020.53043403 
112  51.62296078  020.53043403  51.62278469  020.53039649 
112  51.62271995  020.52992516  51.62270182  020.52962068 
111  51.62271995  020.52992516 
111  51.62258011  020.52357682 
111  51.62263449  020.52332239 
111  51.62271477  020.52316806 
111  51.62279246  020.52308047 
111  51.62495218  020.52222120 
111  51.62512309  020.52227542 
111  51.62524403  020.52254655 
111  51.62506845  020.52142574 
111  51.62505058  020.52184579 
111  51.62492887  020.52202515 
111  51.62437988  020.52225456 
111  51.62420897  020.52208354 
111  51.62417530  020.52185830 
111  51.62414423  020.52176236 
111  51.62284425  020.52225041 
111  51.62286756  020.52233384 
111  51.62290640  020.52258827 
111  51.62280541  020.52286355 
111  51.62252589  020.52292516 
111  51.62239884  020.52279265 
111  51.62069489  020.51972287 
111  51.62045664  020.51933499 
111  51.62028573  020.51906805 
111  51.62020286  020.51921403 
111  51.62228231  020.52283016 
111  51.62238071  020.52299283 
111  51.62244804  020.52325561 
111  51.62245063  020.52356009 
111  51.62262931  020.53058823 
111  51.62281576  020.53168521 
111  51.62273031  020.53187707 
111  51.62256716  020.53192713 
111  51.62252314  020.53194381 
111  51.62334922  020.53739120 
113  51.62361854  020.53728692 
110   2 0.00   0.00 New Taxiway 3
111  51.62465859  020.54396029 
111  51.62460186  020.54409511 
111  51.62453819  020.54412359 
111  51.62446567  020.54403813 
111  51.62442322  020.54377602 
111  51.62431887  020.54381875 
111  51.62436308  020.54409511 
111  51.62432417  020.54419767 
111  51.62401641  020.54429738 
112  51.62387668  020.54400963  51.62382716  020.54370480 
111  51.62387668  020.54400963 
111  51.62336906  020.54419766 
111  51.62350348  020.54499822 
112  51.62393505  020.54481589  51.62392975  020.54483298 
111  51.62393505  020.54481589 
112  51.62393505  020.54481589  51.62397927  020.54494979 
112  51.62371573  020.54499822  51.62353002  020.54508369 
111  51.62371573  020.54499822 
111  51.62375287  020.54524323 
111  51.62394920  020.54516346 
111  51.62397220  020.54509509 
112  51.62397220  020.54509509  51.62402172  020.54508084 
112  51.62416853  020.54620904  51.62433479  020.54722897 
111  51.62416853  020.54620904 
111  51.62410308  020.54629736 
111  51.62411546  020.54647115 
111  51.62419859  020.54654522 
111  51.62429410  020.54650248 
111  51.62432771  020.54637998 
111  51.62429941  020.54623753 
111  51.62422512  020.54618340 
111  51.62398635  020.54457657 
111  51.62403587  020.54443697 
111  51.62434540  020.54432586 
111  51.62440907  020.54438284 
111  51.62445152  020.54461931 
111  51.62448159  020.54460506 
111  51.62449928  020.54472187 
111  51.62453642  020.54470478 
111  51.62451873  020.54459936 
111  51.62454880  020.54457942 
111  51.62451166  020.54435720 
111  51.62455588  020.54423185 
111  51.62462132  020.54420904 
113  51.62471815  020.54426478 
110   2 0.00   0.00 New Taxiway 2
111  51.62586684  020.54757172 
111  51.62492791  020.54455261 
111  51.62491237  020.54415634 
111  51.62505221  020.54389772 
111  51.62514026  020.54393109 
111  51.62522830  020.54417720 
111  51.62531376  020.54408543 
111  51.62522054  020.54384349 
111  51.62524125  020.54371836 
111  51.62553906  020.54342220 
111  51.62549503  020.54329706 
111  51.62504703  020.54372670 
111  51.62485540  020.54367247 
111  51.62469226  020.54339717 
111  51.62442294  020.54152013 
111  51.62431418  020.54156184 
111  51.62432972  020.54166195 
111  51.62434525  020.54182463 
111  51.62465859  020.54396029 
111  51.62471815  020.54426478 
113  51.62575310  020.54764501 
110   2 0.00   0.00 New Taxiway 1
111  51.62611971  020.54988710 
111  51.62607755  020.55026263 
111  51.62601724  020.55028770 
111  51.62592579  020.55100226 
111  51.62597249  020.55107747 
111  51.62596900  020.55123515 
111  51.62612146  020.55117201 
111  51.62604058  020.55103986 
113  51.62616640  020.54987770 
110   2 0.00   0.00 Taxiway 1
111  51.62939983  020.54909143 
112  51.62939983  020.54909143  51.62941520  020.54972549 
111  51.62916906  020.54980086 
111  51.62711797  020.55066806 
111  51.62700044  020.55066195 
111  51.62688291  020.55058867 
112  51.62676538  020.55038102  51.62673814  020.55027447 
111  51.62676538  020.55038102 
111  51.62586684  020.54757172 
111  51.62575310  020.54764501 
111  51.62582135  020.54784654 
112  51.62582135  020.54784654  51.62584473  020.54792895 
111  51.62575310  020.54806028 
111  51.62561192  020.54816973 
111  51.62556717  020.54821361 
111  51.62611971  020.54988710 
111  51.62616640  020.54987770 
111  51.62628897  020.54975234 
111  51.62644461  020.54980249 
111  51.62674617  020.55075207 
112  51.62674617  020.55075207  51.62675395  020.55081788 
111  51.62668975  020.55091190 
111  51.62612146  020.55117201 
111  51.62596900  020.55123515 
111  51.62534450  020.55149380 
111  51.62535392  020.55155779 
111  51.62598956  020.55129506 
112  51.62605052  020.55145228  51.62603690  020.55161525 
111  51.62605052  020.55145228 
112  51.62605052  020.55145228  51.62605052  020.55152437 
111  51.62594191  020.55156723 
111  51.62598166  020.55173303 
111  51.62617204  020.55165464 
111  51.62631815  020.55161390 
112  51.62631815  020.55161390  51.62636679  020.55160449 
111  51.62638235  020.55171105 
111  51.62675200  020.55154809 
112  51.62675200  020.55154809  51.62685901  020.55151048 
111  51.62691932  020.55136945 
111  51.62738041  020.55130051 
111  51.62863917  020.55076458 
111  51.62863139  020.55069250 
112  51.62869170  020.55020044  51.62887264  020.54998733 
111  51.62869170  020.55020044 
111  51.62920727  020.54997164 
112  51.62958720  020.55028859  51.62974339  020.55071066 
113  51.62958720  020.55028859 
111  51.62732983  020.55100278 
112  51.62732983  020.55100278  51.62735512  020.55105919 
111  51.62737068  020.55123469 
111  51.62700881  020.55129111 
112  51.62695239  020.55118768  51.62695239  020.55111247 
111  51.62695239  020.55118768 
112  51.62695239  020.55118768  51.62694461  020.55111874 
113  51.62698741  020.55105606 
111  51.62678897  020.55094951 
111  51.62682788  020.55109367 
111  51.62672671  020.55134125 
112  51.62634733  020.55152929  51.62632204  020.55154496 
111  51.62634733  020.55152929 
112  51.62634733  020.55152929  51.62620920  020.55156377 
111  51.62615472  020.55144781 
112  51.62615472  020.55144781  51.62611581  020.55134438 
112  51.62619169  020.55121276  51.62634345  020.55116575 
113  51.62619169  020.55121276 
110   1 0.00   0.00 New Taxiway 20
111  51.62244804  020.52325561 
111  51.62238071  020.52299283 
111  51.62228231  020.52283016 
112  51.62217818  020.52325857  51.62202253  020.52338079 
111  51.62217818  020.52325857 
112  51.62142523  020.52368162  51.62137270  020.52369103 
111  51.62142523  020.52368162 
112  51.62142523  020.52368162  51.62131044  020.52375683 
111  51.62106335  020.52412974 
111  51.62106140  020.52425823 
112  51.62137854  020.52381637  51.62146998  020.52373176 
111  51.62137854  020.52381637 
112  51.62137854  020.52381637  51.62154975  020.52369416 
111  51.62214900  020.52338079 
112  51.62214900  020.52338079  51.62232410  020.52323663 
113  51.62245063  020.52356009 
110   1 0.00   0.00 New Taxiway 19
111  51.62284425  020.52225041 
112  51.62261399  020.52273841  51.62257703  020.52289196 
111  51.62261399  020.52273841 
112  51.62255757  020.52250024  51.62254784  020.52215866 
111  51.62255757  020.52250024 
